BioID;FirstName;LastName;BirthDate;BirthCity;BirthCountry
mooreot01;Otto;Moore;8/27/1946;Miami;USA
mooretr01;Tracy;Moore;12/28/1965;Oklahoma City;USA
morgare01;Rex;Morgan;10/27/1948;Charleston;USA
morgeel01;Elmore;Morgenthaler;8/3/1922;(ht) Amarillo;USA
mornida01;Darren;Morningstar;4/22/1969;Stevenson;USA
morriad01;Adam;Morrison;7/19/1984;Casper;USA
morrida01;Darius;Morris;1/3/1991;Los Angeles;USA
morriis01;Isaiah;Morris;4/2/1969;Richmond;USA
morrijo01;John;Morrison;5/2/1945;(ht) Roselle Park;USA
morrima02;Marcus;Morris;9/2/1989;Philadelphia;USA
morrira01;Randolph;Morris;1/2/1986;Houston;USA
morrite01;Terence;Morris;1/11/1979;Frederick;USA
mortodw01;Dwayne;Morton;8/8/1971;Louisville;USA
mortojo01;John;Morton;5/18/1967;Bronx;USA
mortori01;Richard;Morton;2/2/1966;San Francisco;USA
moslegl01;Glenn;Mosley;12/26/1955;Newark;USA
mosspe01;Perry;Moss;11/11/1958;Tucson;USA
motenla01;Lawrence;Moten;3/25/1972;Washington;USA
mottoha01;Hanno;Mottola;9/9/1976;Helsinki;FIN
mournal01;Alonzo;Mourning;2/8/1970;Chesapeake;USA
mozgoti01;Timofey;Mozgov;7/16/1986;St. Petersburg;RUS
mueller01;Erwin;Mueller;3/12/1944;Livermore;USA
mundtto01;Todd;Mundt;5/17/1970;Iowa City;USA
munroge01;George;Munroe;1/5/1922;Joliet;USA
murdoer01;Eric;Murdock;6/14/1968;Somerville;USA
muresgh01;Gheorghe;Muresan;2/14/1971;Triteni;ROM
murphal01;Allen;Murphy;7/15/1952;Birmingham;USA
murphca01;Calvin;Murphy;5/9/1948;Norwalk;USA
murphja01;Jay;Murphy;6/26/1962;Meriden;USA
murphjo01;John;Murphy;9/13/1924;;
murphto01;Tod;Murphy;12/24/1963;Long Beach;USA
murphtr01;Troy;Murphy;5/2/1980;Sparta;USA
murrala01;Lamond;Murray;4/20/1973;Pasadena;USA
murraro01;Ronald;Murray;7/29/1979;Philadelphia;USA
murratr01;Tracy;Murray;7/25/1971;Los Angeles;USA
murredo01;Dorie;Murrey;9/7/1943;Detroit;USA
murrewi01;Willie;Murrell;9/13/1941;Taft;USA
musian01;Angelo;Musi;7/25/1918;Philadelphia;USA
mutomdi01;Dikembe;Mutombo;6/25/1966;Kinshasa;ZAI
muursma01;Martin;Muursepp;9/26/1974;Tallinn;EST
nachabo01;Boris;Nachamkin;12/6/1933;;
nailole01;Lee;Nailon;2/22/1975;South Bend;USA
najered01;Eduardo;Najera;7/11/1976;Meoqui, Chihuahua;MEX
nancela01;Larry;Nance;2/12/1959;Anderson;USA
napolpa01;Paul;Napolitano;2/3/1923;;
natersw01;Swen;Nater;1/14/1950;Denhelder;HOL
nathaho01;Howard;Nathan;1/21/1972;Peoria;USA
nattca01;Calvin;Natt;1/8/1957;Monroe;USA
ndiayma01;Makhtar;N'Diaye;12/12/1973;Diourbel;SEN
ndiayma02;Mamadou;N'Diaye;6/16/1975;Dakar;SEN
nealcr01;Craig;Neal;2/16/1964;Muncie;USA
nealga01;Gary;Neal;10/3/1984;Baltimore;USA
nealll01;Lloyd;Neal;12/10/1950;Talbottom;USA
nelsoba01;Barry;Nelson;9/19/1949;;
nelsoja01;Jameer;Nelson;2/9/1982;Chester;USA
nelsoro01;Ron;Nelson;10/7/1946;;
nembhru01;Ruben;Nembhard;2/20/1972;Bronx;USA
nesbyty01;Tyrone;Nesby;1/31/1976;Cairo;USA
nesslma01;Martin;Nessley;2/16/1965;Columbus;USA
neumajo01;Johnny;Neumann;9/11/1951;Memphis;USA
neumapa01;Paul;Neumann;1/30/1938;Newport Harbor;USA
newbeme01;Melvin;Newbern;6/11/1967;Toledo;USA
newbiiv01;Ivano;Newbill;12/12/1970;Sedalia;USA
newblir01;Ira;Newble;1/20/1975;Detroit;USA
newtobi01;Bill;Newton;12/22/1950;Rockville;USA
nichoja01;Jack;Nichols;4/9/1926;;
nickega01;Gaylon;Nickerson;2/5/1969;Osceola;USA
nimphku01;Kurt;Nimphius;3/13/1958;Milwaukee;USA
nixdy01;Dyron;Nix;2/11/1967;Meridian;USA
nocioan01;Andres;Nocioni;11/30/1979;Santa Fe;ARG
noelda01;David;Noel;2/27/1984;Durham;USA
nolenpa01;Paul;Nolen;9/3/1929;(ht) Alvarado;USA
norriau01;Audie;Norris;12/18/1960;Jackson;USA
norrisy01;Sylvester;Norris;2/18/1957;Jackson;USA
norwowi01;Willie;Norwood;8/8/1947;Carrolton;USA
nostrge01;George;Nostrand;1/25/1924;Uniondale;USA
nowitdi01;Dirk;Nowitzki;6/19/1978;Wurzburg;GER
nuttde01;Dennis;Nutt;3/25/1963;Little Rock;USA
n_diaha01;Hamady;N'Diaye;1/12/1987;Dakar;SEN
oaklech01;Charles;Oakley;12/18/1963;Cleveland;USA
obannch01;Charles;O'Bannon;2/22/1975;Bellflower;USA
obertfa01;Fabricio;Oberto;3/21/1975;Las Varillas;ARG
oboyljo01;John;O'Boyle;3/7/1928;;
obriera01;Ralph;O'Brien;4/8/1928;Henshaw;USA
obryapa01;Patrick;O'Bryant;6/20/1986;Oskaloosa;USA
odomla01;Lamar;Odom;11/6/1979;Jamaica;USA
ogdenra01;Ralph;Ogden;1/25/1948;;
ohanlfr01;Francis;O'Hanlon;8/24/1948;;
okurme01;Mehmet;Okur;5/26/1979;Yalova;TUR
olajuha01;Hakeem;Olajuwon;1/21/1963;Lagos;NGR
olberma01;Mark;Olberding;4/21/1956;Melrose;USA
oldhaja01;Jawann;Oldham;7/4/1957;Chicago;USA
oldhajo01;John;Oldham;6/22/1923;Beaver Dam;USA
oleynfr01;Frank;Oleynick;2/20/1955;Bridgeport;USA
olivebr01;Brian;Oliver;6/1/1968;Chicago;USA
olivede01;Dean;Oliver;11/5/1978;Quincy;USA
oliveji01;Jimmy;Oliver;7/12/1969;Menifee;USA
olivejo01;John;Olive;3/1/1955;Philadelphia;USA
ollieke01;Kevin;Ollie;12/27/1972;Dallas;USA
olowomi01;Michael;Olowokandi;4/3/1975;Lagos;NGR
onealje01;Jermaine;O'Neal;10/13/1978;Columbia;USA
onealsh01;Shaquille;O'Neal;3/6/1972;Newark;USA
ormsba01;Barry;Orms;5/1/1946;St. Louis;USA
orrlo01;Louis;Orr;5/7/1958;Cincinnati;USA
ortonda01;Daniel;Orton;8/6/1990;Oklahoma City;USA
osheake01;Kevin;O'Shea;7/10/1925;San Francisco;USA
oshiega01;Garland;O'Shields;5/23/1921;Spartanburg County;USA
ottenma01;Mac;Otten;12/16/1925;Bellefontaine;USA
outlatr01;Travis;Outlaw;9/18/1984;Starkville;USA
owensan01;Andre;Owens;10/31/1980;Indianapolis;USA
owensbi01;Billy;Owens;5/1/1969;Carlisle;USA
owensed01;Eddie;Owens;12/26/1953;Houston;USA
owensji01;Jim;Owens;5/1/1950;Los Angeles;USA
owenske01;Keith;Owens;5/31/1969;San Francisco;USA
owensla01;Larry;Owens;1/8/1983;Mesa;USA
oyedeol01;Olumide;Oyedeji;5/11/1981;Ibadan;NGR
packro01;Robert;Pack;2/3/1969;New Orleans;USA
packwa01;Wayne;Pack;7/5/1950;Indianapolis;USA
paddige01;Gerald;Paddio;4/21/1965;Lafayette;USA
padgesc01;Scott;Padgett;4/19/1976;Louisville;USA
pagetda01;Dana;Pagett;3/29/1949;;
palazto01;Togo;Palazzi;8/8/1932;Union Hill;USA
palmewa01;Walter;Palmer;10/23/1968;Ithaca;USA
pargoja01;Jannero;Pargo;9/22/1979;Chicago;USA
parisro01;Robert;Parish;8/30/1953;Shreveport;USA
parkean01;Anthony;Parker;6/19/1975;Naperville;USA
parkhba01;Barry;Parkhill;5/10/1951;Philadelphia;USA
parkija01;Jack;Parkinson;3/4/1924;Yorktown;USA
parksch02;Cherokee;Parks;10/11/1972;Huntington Beach;USA
parrado01;Doyle;Parrack;12/6/1921;;
parrja01;Jack;Parr;3/13/1936;Louisville;USA
parsoch01;Chandler;Parsons;10/25/1988;Casselberry;USA
paspaza01;Zarko;Paspalj;3/27/1966;Pljevlja;YUG
patrimy01;Myles;Patrick;11/19/1954;Macon;USA
pattean01;Andrae;Patterson;11/12/1975;Riverside;USA
pattege01;George;Patterson;11/26/1939;;
pattepa01;Patrick;Patterson;3/14/1989;Washington;USA
patteru01;Ruben;Patterson;7/31/1975;Cleveland;USA
paxsojo01;John;Paxson;9/29/1960;Dayton;USA
paytoga01;Gary;Payton;7/23/1968;Oakland;USA
pearcge01;George;Pearcy;7/2/1919;;
pearche01;Henry;Pearcy;7/21/1922;;
peckwi01;Wiley;Peck;9/15/1957;Montgomery;USA
peekri01;Richard;Peek;10/28/1943;Miami;USA
peelean01;Anthony;Peeler;11/25/1969;Kansas City;USA
peeplge01;George;Peeples;10/30/1943;?;USA
pekovni01;Nikola;Pekovic;1/3/1986;Bijelo Polje;MON
penbemi01;Mike;Penberthy;11/29/1973;Los Gatos;USA
pendeje01;Jerry;Pender;2/12/1950;;
penigde01;Desmond;Penigar;7/16/1981;DeQuincy;USA
penneki01;Kirk;Penney;11/23/1980;Auckland;NZL
perkike01;Kendrick;Perkins;11/10/1984;Nederland;USA
perkiwa01;Warren;Perkins;2/2/1924;;
perryau01;Aulcie;Perry;7/3/1950;Newark;USA
perrycu01;Curtis;Perry;9/13/1948;Washington;USA
perryel01;Elliot;Perry;3/28/1969;Memphis;USA
perryro01;Ron;Perry;12/29/1943;Garrisonville;USA
persoch01;Chuck;Person;6/27/1964;Brantley;USA
persowe01;Wesley;Person;3/28/1971;Crenshaw;USA
peterlo01;Loy;Petersen;7/26/1945;Anaheim;USA
petermo01;Morris;Peterson;8/26/1977;Flint;USA
petrodr01;Drazen;Petrovic;10/22/1964;Sibenik;YUG
petrojo01;Johan;Petro;1/27/1986;Paris;FRA
petruri01;Richard;Petruska;1/25/1969;Levice;TCH
pettwje01;Jerry;Pettway;2/13/1944;Detroit;USA
pheglro01;Roger;Phegley;10/16/1956;East Peoria;USA
phelaja02;James;Phelan;3/19/1929;Philadelphia;USA
phelpde01;Derrick;Phelps;7/31/1972;Queens;USA
phillbo01;Bobby;Phills;12/20/1969;Baton Rouge;USA
philled01;Eddie;Phillips;9/29/1961;Birmingham;USA
phillga01;Gary;Phillips;12/7/1939;Quincy;USA
piatker01;Eric;Piatkowski;9/30/1970;Steubenville;USA
piercpa01;Paul;Pierce;10/13/1977;Oakland;USA
piercri01;Ricky;Pierce;8/19/1959;Dallas;USA
pietrmi01;Mickael;Pietrus;2/7/1982;Les Abymes, Guadeloupe;FRA
pinonjo01;John;Pinone;2/19/1961;Hartford;USA
pippesc01;Scottie;Pippen;9/25/1965;Hamburg;USA
pittmde01;Dexter;Pittman;3/2/1988;Rosenberg;USA
planizo01;Zoran;Planinic;9/12/1982;Mostar;BOS
plummga01;Gary;Plummer;2/21/1962;Highland Park;USA
podkopa01;Pavel;Podkolzin;1/15/1985;Novosibirsk;RUS
poleedw01;Dwayne;Polee;3/2/1963;Los Angeles;USA
pollasc01;Scot;Pollard;2/12/1975;Murray;USA
polsora01;Ralph;Polson;10/26/1929;Riverside;USA
polynol01;Olden;Polynice;11/21/1964;Port-au-Prince;HAI
pondequ01;Quincy;Pondexter;3/10/1988;Fresno;USA
popeda01;David;Pope;4/15/1962;Newport News;USA
popema01;Mark;Pope;9/11/1972;Omaha;USA
portech01;Chris;Porter;5/9/1978;Abbeville;USA
porteho01;Howard;Porter;8/31/1948;Stuart;USA
porteke01;Kevin;Porter;4/17/1950;Chicago;USA
portete01;Terry;Porter;4/8/1963;Milwaukee;USA
portewi01;Willie;Porter;7/3/1942;Winston-Salem;USA
poseyja01;James;Posey;1/13/1977;Cleveland;USA
postljo01;John;Postley;5/30/1940;(ht) Philadelphia;USA
potapvi01;Vitaly;Potapenko;3/21/1975;Kiev;UKR
powele01;Leon;Powe;1/22/1984;Berkeley;USA
praddma01;Marlbert;Pradd;11/17/1944;Chicago;USA
pressdo01;Dominic;Pressley;5/30/1964;Washington;USA
pressha01;Harold;Pressley;7/14/1963;Bronx;USA
presspa01;Paul;Pressey;12/24/1958;Richmond;USA
pricero01;Ronnie;Price;6/21/1983;Friendswood;USA
princta01;Tayshaun;Prince;2/28/1980;Compton;USA
pritcjo01;John;Pritchard;1/23/1927;(ht) Minneapolis;USA
pritcke01;Kevin;Pritchard;7/17/1967;Bloomington;USA
przybjo01;Joel;Przybilla;10/10/1979;Monticello;USA
pullaan01;Anthony;Pullard;6/23/1966;DeQuincy;USA
quinnbr01;Brian;Quinnett;5/30/1966;Pullman;USA
radfoma01;Mark;Radford;7/5/1959;Tacoma;USA
radfowa01;Wayne;Radford;5/29/1956;Indianapolis;USA
radjadi01;Dino;Radja;4/24/1967;Split;CRO
radmavl01;Vladimir;Radmanovic;11/19/1980;Trebinje;YUG
radojal01;Aleksandar;Radojevic;8/8/1976;Herceg-Novi;YUG
radovfr01;Frank;Radovich;3/3/1938;;
raikesh01;Sherwin;Raiken;10/29/1928;Philadelphia;USA
rakocig01;Igor;Rakocevic;3/29/1978;Belgrade;YUG
ramsefr01;Frank;Ramsey;7/13/1931;Corydon;USA
randama01;Mark;Randall;9/30/1967;Edina;USA
ranseke01;Kelvin;Ransey;5/3/1958;Toledo;USA
rasmubl01;Blair;Rasmussen;11/13/1962;Auburn;USA
ratkoge01;George;Ratkovicz;11/13/1922;Chicago;USA
rautile01;Leo;Rautins;3/20/1960;Toronto;CAN
rayal01;Allan;Ray;6/17/1984;Bronx;USA
raycl01;Clifford;Ray;1/21/1949;Union;USA
rayja01;James;Ray;7/27/1957;New Orleans;USA
raymocr01;Craig;Raymond;4/5/1945;Aberdeen;USA
reavejo01;Joe;Reaves;5/27/1950;(ht) Bolivar;USA
rebraze01;Zeljko;Rebraca;4/9/1972;Prigrevica;YUG
recasel01;Eldridge;Recasner;12/14/1967;New Orleans;USA
reddmi01;Michael;Redd;8/24/1979;Columbus;USA
redmoma01;Marlon;Redmond;4/15/1955;San Francisco;USA
reedju01;Justin;Reed;1/16/1982;Jackson;USA
reedwi01;Willis;Reed;6/25/1942;Hico;USA
reevebr01;Bryant;Reeves;6/8/1973;Fort Smith;USA
reevekh01;Khalid;Reeves;7/15/1972;Queens;USA
reiddo01;Don;Reid;12/30/1973;Washington;USA
reidro01;Robert;Reid;8/30/1955;Atlanta;USA
reidry01;Ryan;Reid;10/30/1986;Lauderdale Lakes;USA
reineja01;Jared;Reiner;4/8/1982;Mitchell;USA
rellfri01;Richard;Rellford;2/16/1964;Riviera Beach;USA
renchte01;Terrence;Rencher;2/19/1973;Bronx;USA
rennijo01;John;Rennicke;8/11/1929;Aurora;USA
rentzef01;Efthimios;Rentzias;1/11/1976;Trikala;GRE
respesh01;Shawn;Respert;2/6/1972;Detroit;USA
restake01;Kevin;Restani;12/23/1951;San Francisco;USA
reynoge01;George;Reynolds;11/23/1947;;
reynoje01;Jerry;Reynolds;12/23/1962;Brooklyn;USA
rhineke01;Kendall;Rhine;2/13/1943;Eldorado;USA
rhodero01;Rodrick;Rhodes;9/24/1973;Jersey City;USA
ricegl01;Glen;Rice;5/28/1967;Flint;USA
richacl01;Clint;Richardson;8/7/1956;Seattle;USA
richaja01;Jason;Richardson;1/20/1981;Saginaw;USA
richano01;Norm;Richardson;7/24/1979;Brooklyn;USA
richaqu01;Quentin;Richardson;4/13/1980;Chicago;USA
richtjo01;John;Richter;3/12/1937;;
rideris01;Isaiah;Rider;3/12/1971;Oakland;USA
ridglja01;Jackie;Ridgle;2/13/1948;;
rigauan01;Antoine;Rigaudeau;12/17/1971;Cholet;FRA
rileyer01;Eric;Riley;6/2/1970;Cleveland;USA
riverda01;David;Rivers;1/20/1965;Jersey City;USA
roberal01;Alvin;Robertson;7/22/1962;Barberton;USA
roberan01;Anthony;Roberts;4/15/1955;Chattanooga;USA
roberan02;Anthony;Roberson;2/14/1983;Saginaw;USA
roberla01;Lawrence;Roberts;10/20/1982;Houston;USA
roberos01;Oscar;Robertson;11/24/1938;Charlotte;USA
roberri01;Rick;Roberson;7/7/1947;Memphis;USA
roberry01;Ryan;Robertson;10/2/1976;Lawton;USA
roberst01;Stanley;Roberts;2/7/1970;Hopkins;USA
roberte01;Terrance;Roberson;12/30/1976;Saginaw;USA
robinbe01;Bernard;Robinson;12/26/1980;Washington;USA
robincl02;Clifford;Robinson;12/16/1966;Buffalo;USA
robinda01;David;Robinson;8/6/1965;Key West;USA
robinfl01;Flynn;Robinson;4/28/1941;Murphysboro;USA
robingl01;Glenn;Robinson;1/10/1973;Gary;USA
robinja01;Jackie;Robinson;5/20/1955;Los Angeles;USA
robinja02;James;Robinson;8/31/1970;Jackson;USA
robinja03;Jamal;Robinson;12/27/1973;San Diego;USA
robinla01;Larry;Robinson;1/11/1968;Bossier City;USA
robinol01;Oliver;Robinson;3/13/1960;Birmingham;USA
robinro01;Ronnie;Robinson;3/9/1951;Memphis;USA
robinru01;Rumeal;Robinson;11/13/1966;Mandeville;JAM
robinwa01;Wayne;Robinson;4/19/1958;Greensboro;USA
rochejo01;John;Roche;9/26/1949;New York;USA
rockeja01;Jack;Rocker;8/12/1922;;
rodgegu01;Guy;Rodgers;9/1/1935;Philadelphia;USA
rodmade01;Dennis;Rodman;5/13/1961;Trenton;USA
rogerca01;Carlos;Rogers;2/6/1971;Detroit;USA
rogerha01;Harry;Rogers;12/31/1950;;
rogerma01;Marshall;Rogers;8/27/1953;St. Louis;USA
rogerro01;Rodney;Rogers;6/20/1971;Durham;USA
rogerro02;Roy;Rogers;8/19/1973;Linden;USA
rogerwi01;Willie;Rogers;9/11/1945;Nacogdoches;USA
romarlo01;Lorenzo;Romar;11/13/1958;South Gate;USA
rondora01;Rajon;Rondo;2/22/1986;Louisville;USA
rookje01;Jerry;Rook;10/27/1943;Jonesboro;USA
rooksse01;Sean;Rooks;9/9/1969;New York;USA
roseja01;Jalen;Rose;1/30/1973;Detroit;USA
rosema01;Malik;Rose;11/23/1974;Philadelphia;USA
rossqu01;Quinton;Ross;4/30/1981;Dallas;USA
rothsc01;Scott;Roth;6/3/1963;Cleveland;USA
rowecu01;Curtis;Rowe;7/2/1949;Bessemer;USA
rowlade01;Derrick;Rowland;6/21/1959;Brookhaven;USA
rowsobr01;Brian;Rowsom;10/23/1965;Newark;USA
royaldo01;Donald;Royal;5/22/1966;New Orleans;USA
roybr01;Brandon;Roy;7/23/1984;Seattle;USA
roziecl01;Clifford;Rozier;10/31/1972;Bradenton;USA
ruckegu01;Guy;Rucker;7/27/1977;Inkster;USA
ruddjo01;John;Rudd;8/7/1955;DeRidder;USA
rudomjo01;John;Rudometkin;6/6/1940;Santa Maria;USA
ruffimi01;Michael;Ruffin;1/21/1977;Denver;USA
ruffitr01;Trevor;Ruffin;9/26/1970;Buffalo;USA
ruffnpa01;Paul;Ruffner;10/15/1948;Downey;USA
ruscost01;Stefano;Rusconi;10/2/1968;Bassano del Grappa;ITA
rushbr01;Brandon;Rush;7/7/1985;Kansas City;USA
rushka01;Kareem;Rush;10/30/1980;Kansas City;USA
russebr01;Bryon;Russell;12/31/1970;San Bernardino;USA
russeca01;Cazzie;Russell;6/7/1944;Chicago;USA
russefr01;Frank;Russell;4/17/1949;;
russeru01;Rubin;Russell;11/7/1944;Fort Worth;USA
russewa01;Walker;Russell;10/26/1960;Pontiac;USA
sabonar01;Arvydas;Sabonis;12/19/1964;Kaunas;LTU
salmojo01;John;Salmons;12/12/1979;Philadelphia;USA
salvake01;Kevin;Salvadori;12/30/1970;Wheeling;USA
samakso01;Soumaila;Samake;3/18/1978;Bougouni;MLI
sampsra01;Ralph;Sampson;7/7/1960;Harrisonburg;USA
samuesa01;Samardo;Samuels;1/9/1989;Trelawny;JAM
sandefr01;Frankie;Sanders;1/23/1957;Dayton;USA
sandela01;Larry;Sanders;11/21/1988;Fort Pierce;USA
sandeme01;Melvin;Sanders;1/3/1981;Pine Bluff;USA
sanforo01;Ron;Sanford;6/11/1946;;
sapplwa01;Wayne;Sappleton;11/17/1960;Kingston;JAM
sasseja01;Jason;Sasser;1/13/1974;Denton;USA
sasseje01;Jeryl;Sasser;2/13/1979;Dallas;USA
saultgl01;Glynn;Saulters;2/10/1945;Minden;USA
savovpr01;Predrag;Savovic;5/21/1976;Pula;YUG
sawyeal01;Alan;Sawyer;1/1/1928;San Pedro;USA
scalabr01;Brian;Scalabrine;3/18/1978;Long Beach;USA
scaleal01;Alex;Scales;7/3/1978;Racine;USA
scalede01;DeWayne;Scales;12/28/1958;Dallas;USA
schadfr01;Frank;Schade;1/22/1950;Wausau;USA
schenlu01;Luke;Schenscher;12/31/1982;Hope Forest;AUS
schindw01;Dwayne;Schintzius;10/14/1968;Brandon;USA
schluda01;Dale;Schlueter;11/12/1945;Tacoma;USA
schneot01;Otto;Schnellbacher;4/15/1923;Sublette;USA
schrede01;Detlef;Schrempf;1/21/1963;Leverkusen;GER
schurro01;Roger;Schurig;4/3/1942;;
schwejo01;John;Schweitz;4/19/1960;Waterloo;USA
scolafr01;Fred;Scolari;3/1/1922;San Francisco;USA
scottal01;Alvin;Scott;9/14/1955;Cleveland;USA
scottbr01;Brent;Scott;6/15/1971;Jackson;USA
scottby01;Byron;Scott;3/28/1961;Ogden;USA
scottde01;Dennis;Scott;9/5/1968;Hagerstown;USA
scottja01;James;Scott;6/6/1972;Paterson;USA
scottsh01;Shawnelle;Scott;6/16/1972;New York;USA
scottwi01;Willie;Scott;5/22/1947;Gadsden;USA
scranpa01;Paul;Scranton;4/30/1944;Los Angeles;USA
scurrca01;Carey;Scurry;12/4/1962;Brooklyn;USA
sealsbr01;Bruce;Seals;6/18/1953;New Orleans;USA
sealssh01;Shea;Seals;8/26/1975;Tulsa;USA
sealyma01;Malik;Sealy;2/1/1970;Bronx;USA
sefolth01;Thabo;Sefolosha;5/2/1984;Vevey;SUI
seikaro01;Rony;Seikaly;5/10/1965;Beirut;LIB
senemo01;Mouhamed;Sene;5/12/1986;Thies;SEN
senesge01;George;Senesky;4/4/1922;Mahanoy City;USA
serapke01;Kevin;Seraphin;12/7/1989;Cayenne;FRA
sesayan01;Ansu;Sesay;7/29/1976;Greensboro;USA
seungha01;Ha;Seung-Jin;8/4/1985;Seoul;KOR
sewelto01;Tom;Sewell;3/11/1962;Pensacola;USA
seymopa01;Paul;Seymour;1/30/1928;Toledo;USA
shackch01;Charles;Shackleford;4/22/1966;Kinston;USA
shaefca01;Carl;Shaeffer;10/25/1924;Delphi;USA
shaffle01;Lee;Shaffer;2/23/1939;Chicago;USA
shammgo01;God;Shammgod;4/29/1976;New York;USA
shannea01;Earl;Shannon;11/23/1921;Providence;USA
shaskjo01;John;Shasky;7/31/1964;Birmingham;USA
shawbr01;Brian;Shaw;3/22/1966;Oakland;USA
sheltcr01;Craig;Shelton;5/1/1957;Washington;USA
sheltlo01;Lonnie;Shelton;10/19/1955;Bakersfield;USA
shephbi01;Billy;Shepherd;11/18/1949;Bedford;USA
shirlpa01;Paul;Shirley;12/23/1977;Redwood City;USA
shortpu01;Purvis;Short;7/2/1957;Hattiesburg;USA
shousde01;Dexter;Shouse;3/24/1963;Terre Haute;USA
shumajo01;John;Shumate;4/6/1952;Greenville;USA
sibersa01;Sam;Sibert;2/11/1949;;
sichtje01;Jerry;Sichting;11/29/1956;Martinsville;USA
siegfla01;Larry;Siegfried;5/22/1939;Shelby;USA
siewera01;Ralph;Siewert;12/31/1923;;
sikmaja01;Jack;Sikma;11/14/1955;Kankankee;USA
silasja01;James;Silas;2/11/1949;Tallulah;USA
silaspa01;Paul;Silas;7/12/1943;Prescott;USA
silasxa01;Xavier;Silas;1/22/1988;San Antonio;USA
silerga01;Garret;Siler;10/25/1986;Augusta;USA
simiewa01;Wayne;Simien;3/9/1983;Leavenworth;USA
simmobo01;Bobby;Simmons;6/2/1980;Chicago;USA
simmoce01;Cedric;Simmons;1/3/1986;Shallotte;USA
simmogr01;Grant;Simmons;3/7/1943;New Orleans;USA
simmoli01;Lionel;Simmons;11/14/1968;Philadelphia;USA
simonmi01;Miles;Simon;11/21/1975;Stockholm;SWE
simpsra01;Ralph;Simpson;8/10/1949;Detroit;USA
simsal01;Alvin;Sims;10/18/1974;Paris;USA
simssc01;Scott;Sims;4/18/1955;Kirksville;USA
singlja01;James;Singleton;7/20/1981;Chicago;USA
singlmc01;McKinley;Singleton;10/29/1961;Memphis;USA
skilesc01;Scott;Skiles;3/5/1964;LaPorte;USA
skinnbr01;Brian;Skinner;5/19/1976;Temple;USA
slaugjo01;Jose;Slaughter;9/9/1960;Los Angeles;USA
slayta01;Tamar;Slay;4/2/1980;Beckley;USA
sloando01;Donald;Sloan;1/15/1988;Shreveport;USA
slokaur01;Uros;Slokar;5/14/1983;Ljubljana;SLO
slubyto01;Tom;Sluby;2/18/1962;Washington;USA
smawlbe01;Belus;Smawley;3/20/1918;Golden Valley;USA
smithad01;Adrian;Smith;10/5/1936;Farmington;USA
smithch01;Charles;Smith;7/16/1965;Bridgeport;USA
smithch02;Charles;Smith;11/29/1967;Washington;USA
smithch03;Chris;Smith;5/17/1970;Bridgeport;USA
smithch04;Charles;Smith;8/22/1975;Fort Worth;USA
smithcl01;Clinton;Smith;1/19/1964;Cleveland;USA
smithcr01;Craig;Smith;11/10/1983;Inglewood;USA
smithde02;Derek;Smith;11/1/1961;Hogansville;USA
smithdo04;Donta;Smith;11/27/1983;Louisville;USA
smithel01;Elmore;Smith;5/9/1949;Macon;USA
smithga01;Garfield;Smith;11/18/1945;Campbellsville;USA
smithis01;Ishmael;Smith;7/5/1988;Charlotte;USA
smithje01;Jerry;Smith;9/26/1987;Wauwatosa;USA
smithjo01;John;Smith;5/24/1944;Columbus;USA
smithke03;Keith;Smith;3/9/1964;Flint;USA
smithla01;Larry;Smith;1/18/1958;Rolling Fork;USA
smithla02;LaBradford;Smith;4/3/1969;Bay City;USA
smithle01;Leon;Smith;11/2/1980;Chicago;USA
smithmi01;Michael;Smith;5/19/1965;Rochester;USA
smithmi02;Michael;Smith;3/28/1972;Washington;USA
smithmi03;Mike;Smith;4/15/1976;West Monroe;USA
smithno01;Nolan;Smith;7/25/1988;Louisville;USA
smithot01;Otis;Smith;1/30/1964;Jacksonville;USA
smithro01;Robert;Smith;3/10/1955;Los Angeles;USA
smithsa01;Sam;Smith;1/27/1944;Hazard;USA
smithsa02;Sam;Smith;1/8/1955;Ferriday;USA
smithst02;Stevin;Smith;1/24/1972;Dallas;USA
smithst03;Steven;Smith;4/12/1983;Philadelphia;USA
smithth01;Theron;Smith;10/3/1980;Winter Haven;USA
smithwi01;William;Smith;2/14/1949;;
smitsri01;Rik;Smits;8/23/1966;Eindhoven;HOL
snower01;Eric;Snow;4/24/1973;Canton;USA
snydeki01;Kirk;Snyder;6/5/1983;Los Angeles;USA
soberri01;Ricky;Sobers;1/15/1953;Bronx;USA
sojoumi01;Mike;Sojourner;10/16/1953;Philadelphia;USA
songada01;Darius;Songaila;2/14/1978;Marijampole;LTU
sovragi01;Gino;Sovran;12/17/1924;Windsor;CAN
sowpa01;Pape;Sow;11/22/1981;Dakar;SEN
sparrgu01;Guy;Sparrow;11/2/1932;Pontiac;USA
sparrro01;Rory;Sparrow;6/12/1958;Suffolk;USA
spencan01;Andre;Spencer;7/20/1964;Stockton;USA
spencel01;Elmore;Spencer;12/6/1969;Atlanta;USA
spencfe01;Felton;Spencer;1/15/1968;Louisville;USA
spitzcr01;Craig;Spitzer;12/18/1945;;
sprewla01;Latrell;Sprewell;9/8/1970;Milwaukee;USA
sprigla01;Larry;Spriggs;9/8/1959;Cheverly;USA
stackje01;Jerry;Stackhouse;11/5/1974;Kinston;USA
stackry01;Ryan;Stack;7/24/1975;Nashville;USA
